Year,Country,NumPub,TopJournal,FracTop
1999.0,ID,623,169.0,0.2712680577849117
1999.0,IE,2867,1746.0,0.6089989536100453
1999.0,IL,8898,5601.0,0.6294672960215779
1999.0,IM,7,4.0,0.5714285714285714
1999.0,IN,16755,6706.0,0.4002387347060579
1999.0,IQ,62,20.0,0.3225806451612903
1999.0,IR,1204,431.0,0.3579734219269103
1999.0,IS,211,143.0,0.6777251184834123
1999.0,IT,31244,17920.0,0.5735501216233517
1999.0,JE,5,3.0,0.6
1999.0,JM,153,60.0,0.39215686274509803
1999.0,JO,458,194.0,0.42358078602620086
1999.0,JP,82986,39730.0,0.478755452726966
1999.0,KE,511,296.0,0.5792563600782779
1999.0,KG,15,1.0,0.06666666666666667
1999.0,KH,80,44.0,0.55
1999.0,KN,1,0.0,0.0
1999.0,KP,14,8.0,0.5714285714285714
1999.0,KR,13912,6502.0,0.46736630247268546
1999.0,KW,544,246.0,0.4522058823529412
1999.0,KZ,98,49.0,0.5
1999.0,LA,15,6.0,0.4
1999.0,LB,289,142.0,0.4913494809688581
1999.0,LI,7,3.0,0.42857142857142855
1999.0,LK,303,124.0,0.40924092409240925
1999.0,LR,1,1.0,1.0
1999.0,LS,11,3.0,0.2727272727272727
1999.0,LT,359,107.0,0.298050139275766
1999.0,LU,103,44.0,0.42718446601941745
1999.0,LV,288,140.0,0.4861111111111111
1999.0,LY,52,14.0,0.2692307692307692
1999.0,MA,829,360.0,0.43425814234016885
1999.0,MC,20,13.0,0.65
1999.0,MD,741,322.0,0.43454790823211875
1999.0,ME,26,9.0,0.34615384615384615
1999.0,MG,61,21.0,0.3442622950819672
1999.0,MH,1,1.0,1.0
1999.0,MK,81,27.0,0.3333333333333333
1999.0,ML,40,29.0,0.725
1999.0,MM,52,16.0,0.3076923076923077
1999.0,MN,41,26.0,0.6341463414634146
1999.0,MO,6,2.0,0.3333333333333333
1999.0,MQ,22,7.0,0.3181818181818182
1999.0,MR,7,5.0,0.7142857142857143
1999.0,MS,1,1.0,1.0
1999.0,MT,63,18.0,0.2857142857142857
1999.0,MU,49,21.0,0.42857142857142855
1999.0,MV,3,1.0,0.3333333333333333
1999.0,MW,90,53.0,0.5888888888888889
1999.0,MX,5717,2496.0,0.43659261850620956
1999.0,MY,1138,450.0,0.3954305799648506
1999.0,MZ,103,39.0,0.3786407766990291
1999.0,NC,15,9.0,0.6
1999.0,NE,100,44.0,0.44
1999.0,NG,1007,302.0,0.2999006951340616
1999.0,NI,17,10.0,0.5882352941176471
1999.0,NL,16622,11181.0,0.672662736132836
1999.0,NO,4592,2722.0,0.5927700348432056
1999.0,NP,168,73.0,0.43452380952380953
1999.0,NU,1,1.0,1.0
1999.0,NZ,3879,2180.0,0.5620005155968033
1999.0,OM,230,92.0,0.4
1999.0,PA,138,68.0,0.4927536231884058
1999.0,PE,684,101.0,0.1476608187134503
1999.0,PF,23,11.0,0.4782608695652174
1999.0,PG,77,28.0,0.36363636363636365
1999.0,PH,1330,853.0,0.6413533834586466
1999.0,PK,840,308.0,0.36666666666666664
1999.0,PL,8926,3688.0,0.41317499439838673
1999.0,PR,149,102.0,0.6845637583892618
1999.0,PS,60,28.0,0.4666666666666667
1999.0,PT,2976,1679.0,0.5641801075268817
1999.0,PW,3,2.0,0.6666666666666666
1999.0,PY,19,9.0,0.47368421052631576
1999.0,QA,155,82.0,0.5290322580645161
1999.0,RE,73,34.0,0.4657534246575342
1999.0,RO,1456,665.0,0.4567307692307692
1999.0,RS,983,392.0,0.3987792472024415
1999.0,RU,14749,5949.0,0.4033493796189572
1999.0,RW,11,10.0,0.9090909090909091
1999.0,SA,1411,584.0,0.4138908575478384
1999.0,SC,3,3.0,1.0
1999.0,SD,108,53.0,0.49074074074074076
1999.0,SE,14079,9057.0,0.6432985297251225
1999.0,SG,4124,2097.0,0.5084869059165859
1999.0,SI,1230,630.0,0.5121951219512195
1999.0,SJ,15,15.0,1.0
1999.0,SK,1930,909.0,0.4709844559585492
1999.0,SL,12,1.0,0.08333333333333333
1999.0,SM,1,0.0,0.0
1999.0,SN,121,43.0,0.35537190082644626
1999.0,SO,5,0.0,0.0
1999.0,SR,1,1.0,1.0
1999.0,SS,44,22.0,0.5
1999.0,ST,17,9.0,0.5294117647058824
1999.0,SV,42,1.0,0.023809523809523808
1999.0,SX,1,1.0,1.0
1999.0,SY,106,40.0,0.37735849056603776
1999.0,SZ,16,5.0,0.3125
1999.0,TD,1,0.0,0.0
1999.0,TG,25,3.0,0.12
1999.0,TH,1455,661.0,0.4542955326460481
1999.0,TJ,36,10.0,0.2777777777777778
1999.0,TM,5,0.0,0.0
1999.0,TN,387,114.0,0.29457364341085274
1999.0,TR,5127,2275.0,0.4437292763799493
1999.0,TT,60,22.0,0.36666666666666664
1999.0,TW,10269,5703.0,0.5553607946245983
1999.0,TZ,209,96.0,0.45933014354066987
1999.0,UA,2480,887.0,0.35766129032258065
1999.0,UG,309,216.0,0.6990291262135923
1999.0,US,296694,190399.0,0.6417352558528315
1999.0,UY,230,121.0,0.5260869565217391
1999.0,UZ,293,83.0,0.2832764505119454
1999.0,VA,2,2.0,1.0
1999.0,VE,1089,488.0,0.44811753902662993
1999.0,VG,111,69.0,0.6216216216216216
1999.0,VI,3,3.0,1.0
1999.0,VN,266,119.0,0.4473684210526316
1999.0,VU,3,1.0,0.3333333333333333
1999.0,WS,3,1.0,0.3333333333333333
1999.0,XK,7,2.0,0.2857142857142857
1999.0,YE,36,13.0,0.3611111111111111
1999.0,ZA,4135,1863.0,0.4505441354292624
1999.0,ZM,72,33.0,0.4583333333333333
1999.0,ZW,226,89.0,0.3938053097345133
2000.0,AE,423,231.0,0.5460992907801419
2000.0,AF,8,5.0,0.625
2000.0,AG,7,3.0,0.42857142857142855
2000.0,AL,72,27.0,0.375
2000.0,AM,429,158.0,0.3682983682983683
2000.0,AO,47,24.0,0.5106382978723404
2000.0,AR,4224,2183.0,0.5168087121212122
2000.0,AT,6646,3860.0,0.5808004814926272
2000.0,AU,24979,14882.0,0.5957804555826894
2000.0,AZ,129,47.0,0.3643410852713178
2000.0,BA,66,7.0,0.10606060606060606
2000.0,BB,51,17.0,0.3333333333333333
2000.0,BD,505,206.0,0.4079207920792079
2000.0,BE,10101,6275.0,0.6212256212256212
2000.0,BF,58,31.0,0.5344827586206896
2000.0,BG,1608,860.0,0.5348258706467661
2000.0,BH,100,41.0,0.41
2000.0,BI,58,28.0,0.4827586206896552
2000.0,BJ,69,29.0,0.42028985507246375
2000.0,BM,9,7.0,0.7777777777777778
2000.0,BN,44,27.0,0.6136363636363636
2000.0,BO,68,26.0,0.38235294117647056
2000.0,BR,16583,6432.0,0.38786709280588555
2000.0,BS,4,3.0,0.75
2000.0,BW,129,48.0,0.37209302325581395
2000.0,BY,1295,384.0,0.2965250965250965
2000.0,BZ,12,3.0,0.25
2000.0,CA,35791,22012.0,0.6150149478919281
2000.0,CD,20,5.0,0.25
2000.0,CF,5,4.0,0.8
2000.0,CG,26,9.0,0.34615384615384615
2000.0,CH,13404,8894.0,0.6635332736496569
2000.0,CI,77,38.0,0.4935064935064935
2000.0,CL,2520,983.0,0.3900793650793651
2000.0,CM,202,108.0,0.5346534653465347
2000.0,CN,43133,12710.0,0.29466997426564345
2000.0,CO,1481,414.0,0.27954085077650237
2000.0,CR,270,91.0,0.337037037037037
2000.0,CU,691,259.0,0.3748191027496382
2000.0,CV,1,0.0,0.0
2000.0,CW,39,22.0,0.5641025641025641
2000.0,CY,261,125.0,0.4789272030651341
2000.0,CZ,4453,1997.0,0.4484617112059286
2000.0,DE,64153,36928.0,0.5756238991161754
2000.0,DJ,1,0.0,0.0
2000.0,DK,6940,4434.0,0.6389048991354467
2000.0,DM,1,0.0,0.0
2000.0,DO,36,15.0,0.4166666666666667
2000.0,DZ,368,142.0,0.3858695652173913
2000.0,EC,179,56.0,0.3128491620111732
2000.0,EE,486,255.0,0.5246913580246914
2000.0,EG,2716,942.0,0.34683357879234167
2000.0,ER,15,8.0,0.5333333333333333
2000.0,ES,25598,13239.0,0.5171888428783499
2000.0,ET,524,223.0,0.4255725190839695
2000.0,FI,7634,4864.0,0.6371495939219283
2000.0,FJ,41,20.0,0.4878048780487805
2000.0,FK,2,0.0,0.0
2000.0,FM,1,0.0,0.0
2000.0,FO,9,8.0,0.8888888888888888
2000.0,FR,46883,27219.0,0.5805729155557452
2000.0,GA,40,26.0,0.65
2000.0,GB,84915,52233.0,0.6151210033562975
2000.0,GD,11,4.0,0.36363636363636365
2000.0,GE,627,304.0,0.48484848484848486
2000.0,GF,21,18.0,0.8571428571428571
2000.0,GH,296,123.0,0.4155405405405405
2000.0,GI,10,4.0,0.4
2000.0,GL,10,9.0,0.9
2000.0,GM,35,31.0,0.8857142857142857
2000.0,GN,8,3.0,0.375
2000.0,GP,45,17.0,0.37777777777777777
2000.0,GR,5066,2896.0,0.5716541650217134
2000.0,GT,37,16.0,0.43243243243243246
2000.0,GW,23,15.0,0.6521739130434783
2000.0,GY,6,2.0,0.3333333333333333
2000.0,HK,245,127.0,0.5183673469387755
2000.0,HN,53,19.0,0.3584905660377358
2000.0,HR,1423,529.0,0.37174982431482784
2000.0,HT,6,4.0,0.6666666666666666
2000.0,HU,4454,2108.0,0.4732824427480916
2000.0,ID,849,213.0,0.2508833922261484
2000.0,IE,3442,2097.0,0.6092388146426496
2000.0,IL,9740,5828.0,0.5983572895277207
2000.0,IM,4,4.0,1.0
2000.0,IN,18213,7835.0,0.43018722890243233
2000.0,IQ,85,25.0,0.29411764705882354
2000.0,IR,1674,617.0,0.3685782556750299
2000.0,IS,272,151.0,0.5551470588235294
2000.0,IT,33413,19608.0,0.5868374584742465
2000.0,JE,9,6.0,0.6666666666666666
2000.0,JM,152,60.0,0.39473684210526316
2000.0,JO,487,193.0,0.39630390143737165
2000.0,JP,86749,40449.0,0.46627626831433217
2000.0,KE,509,272.0,0.5343811394891945
2000.0,KG,24,7.0,0.2916666666666667
2000.0,KH,78,31.0,0.3974358974358974
2000.0,KN,1,0.0,0.0
2000.0,KP,8,2.0,0.25
2000.0,KR,15603,7607.0,0.4875344485034929
2000.0,KW,497,207.0,0.4164989939637827
2000.0,KY,3,0.0,0.0
2000.0,KZ,138,47.0,0.34057971014492755
2000.0,LA,12,5.0,0.4166666666666667
2000.0,LB,387,169.0,0.43669250645994834
2000.0,LI,10,9.0,0.9
2000.0,LK,266,107.0,0.40225563909774437
2000.0,LR,1,0.0,0.0
2000.0,LS,5,1.0,0.2
2000.0,LT,401,143.0,0.3566084788029925
2000.0,LU,145,60.0,0.41379310344827586
2000.0,LV,307,133.0,0.43322475570032576
2000.0,LY,70,18.0,0.2571428571428571
2000.0,MA,894,435.0,0.4865771812080537
2000.0,MC,16,9.0,0.5625
2000.0,MD,660,425.0,0.6439393939393939
2000.0,ME,27,12.0,0.4444444444444444
2000.0,MG,69,31.0,0.4492753623188406
2000.0,MH,1,0.0,0.0
2000.0,MK,139,55.0,0.39568345323741005
2000.0,ML,39,19.0,0.48717948717948717
2000.0,MM,92,16.0,0.17391304347826086
2000.0,MN,42,27.0,0.6428571428571429
2000.0,MO,13,2.0,0.15384615384615385
2000.0,MQ,23,10.0,0.43478260869565216
2000.0,MR,13,8.0,0.6153846153846154
2000.0,MS,7,7.0,1.0
2000.0,MT,64,36.0,0.5625
2000.0,MU,52,20.0,0.38461538461538464
2000.0,MV,3,1.0,0.3333333333333333
2000.0,MW,86,51.0,0.5930232558139535
2000.0,MX,6316,2506.0,0.3967701076630779
2000.0,MY,1542,505.0,0.32749675745784695
2000.0,MZ,115,39.0,0.3391304347826087
2000.0,NC,36,21.0,0.5833333333333334
2000.0,NE,93,55.0,0.5913978494623656
2000.0,NG,1176,333.0,0.28316326530612246
2000.0,NI,24,7.0,0.2916666666666667
2000.0,NL,18110,12138.0,0.6702374378796245
2000.0,NO,5032,2969.0,0.5900238473767886
2000.0,NP,181,70.0,0.3867403314917127
2000.0,NZ,4208,2300.0,0.5465779467680608
2000.0,OM,265,98.0,0.36981132075471695
2000.0,PA,125,56.0,0.448
2000.0,PE,562,129.0,0.22953736654804271
2000.0,PF,16,7.0,0.4375
2000.0,PG,66,26.0,0.3939393939393939
2000.0,PH,1361,890.0,0.6539309331373989
2000.0,PK,901,365.0,0.4051054384017758
2000.0,PL,10022,3876.0,0.38674915186589504
2000.0,PR,141,81.0,0.574468085106383
2000.0,PS,86,42.0,0.4883720930232558
2000.0,PT,3388,1913.0,0.5646399055489965
2000.0,PY,28,14.0,0.5
2000.0,QA,188,81.0,0.4308510638297872
2000.0,RE,69,41.0,0.5942028985507246
2000.0,RO,1637,641.0,0.3915699450213806
2000.0,RS,1068,419.0,0.39232209737827717
2000.0,RU,19641,6359.0,0.3237615192709129
2000.0,RW,6,2.0,0.3333333333333333
2000.0,SA,1490,536.0,0.3597315436241611
2000.0,SC,5,5.0,1.0
2000.0,SD,105,53.0,0.5047619047619047
2000.0,SE,14794,9446.0,0.638502095444099
2000.0,SG,4918,2671.0,0.5431069540463603
2000.0,SI,1514,793.0,0.5237780713342141
2000.0,SJ,12,11.0,0.9166666666666666
2000.0,SK,2007,842.0,0.41953163926258097
2000.0,SL,6,2.0,0.3333333333333333
2000.0,SM,2,1.0,0.5
2000.0,SN,145,57.0,0.3931034482758621
2000.0,SO,12,2.0,0.16666666666666666
2000.0,SR,2,1.0,0.5
2000.0,SS,55,25.0,0.45454545454545453
2000.0,ST,24,15.0,0.625
2000.0,SV,47,1.0,0.02127659574468085
2000.0,SX,1,0.0,0.0
2000.0,SY,131,49.0,0.37404580152671757
2000.0,SZ,27,4.0,0.14814814814814814
2000.0,TC,2,0.0,0.0
2000.0,TD,6,1.0,0.16666666666666666
2000.0,TG,29,5.0,0.1724137931034483
2000.0,TH,1857,739.0,0.3979536887452881
2000.0,TJ,34,9.0,0.2647058823529412
2000.0,TL,1,1.0,1.0
2000.0,TM,8,4.0,0.5
2000.0,TN,484,163.0,0.3367768595041322
2000.0,TO,1,0.0,0.0
2000.0,TR,6039,2753.0,0.45587017718165257
2000.0,TT,72,32.0,0.4444444444444444
2000.0,TW,11254,6224.0,0.553047805224809
2000.0,TZ,224,94.0,0.41964285714285715
2000.0,UA,3237,949.0,0.2931726907630522
2000.0,UG,337,229.0,0.6795252225519288
2000.0,US,311946,196441.0,0.6297275810556955
2000.0,UY,253,143.0,0.5652173913043478
2000.0,UZ,359,114.0,0.31754874651810583
2000.0,VC,2,0.0,0.0
2000.0,VE,1098,456.0,0.41530054644808745
2000.0,VG,193,103.0,0.533678756476684
2000.0,VI,1,1.0,1.0
2000.0,VN,402,111.0,0.27611940298507465
2000.0,VU,3,1.0,0.3333333333333333
2000.0,WS,3,0.0,0.0
2000.0,XK,4,2.0,0.5
2000.0,YE,34,13.0,0.38235294117647056
2000.0,ZA,4298,1873.0,0.4357840856212192
2000.0,ZM,65,30.0,0.46153846153846156
2000.0,ZW,287,113.0,0.39372822299651566
2001.0,AE,505,241.0,0.4772277227722772
2001.0,AF,5,1.0,0.2
2001.0,AL,57,21.0,0.3684210526315789
2001.0,AM,475,183.0,0.38526315789473686
2001.0,AO,45,19.0,0.4222222222222222
2001.0,AR,4436,2228.0,0.5022542831379622
2001.0,AT,7117,4182.0,0.5876071378389771
2001.0,AU,25788,14944.0,0.5794943384519932
2001.0,AX,1,0.0,0.0
2001.0,AZ,166,49.0,0.29518072289156627
2001.0,BA,74,28.0,0.3783783783783784
2001.0,BB,52,20.0,0.38461538461538464
2001.0,BD,531,239.0,0.4500941619585687
2001.0,BE,10944,6537.0,0.5973135964912281
2001.0,BF,85,36.0,0.4235294117647059
2001.0,BG,1532,776.0,0.5065274151436031
2001.0,BH,143,49.0,0.34265734265734266
2001.0,BI,34,22.0,0.6470588235294118
2001.0,BJ,109,48.0,0.44036697247706424
2001.0,BM,12,7.0,0.5833333333333334
2001.0,BN,43,22.0,0.5116279069767442
2001.0,BO,96,23.0,0.23958333333333334
2001.0,BR,18174,6361.0,0.3500055023660174
2001.0,BS,6,4.0,0.6666666666666666
2001.0,BW,123,36.0,0.2926829268292683
2001.0,BY,1366,347.0,0.2540263543191801
2001.0,BZ,15,7.0,0.4666666666666667
2001.0,CA,36271,21858.0,0.6026302004356097
2001.0,CD,17,3.0,0.17647058823529413
2001.0,CF,6,3.0,0.5
2001.0,CG,50,16.0,0.32
2001.0,CH,13261,8787.0,0.6626197119372597
2001.0,CI,79,29.0,0.3670886075949367
2001.0,CL,2753,1256.0,0.456229567744279
2001.0,CM,243,95.0,0.39094650205761317
2001.0,CN,55326,15750.0,0.28467628239887216
2001.0,CO,1755,365.0,0.20797720797720798
2001.0,CR,339,111.0,0.3274336283185841
2001.0,CU,736,258.0,0.35054347826086957
2001.0,CW,43,19.0,0.4418604651162791
2001.0,CY,258,144.0,0.5581395348837209
2001.0,CZ,4792,2241.0,0.4676544240400668
2001.0,DE,65778,38636.0,0.587369637264739
2001.0,DJ,1,1.0,1.0
2001.0,DK,7262,4539.0,0.6250344257780226
2001.0,DM,1,0.0,0.0
2001.0,DO,53,10.0,0.18867924528301888
2001.0,DZ,445,149.0,0.3348314606741573
2001.0,EC,159,59.0,0.3710691823899371
2001.0,EE,566,300.0,0.5300353356890459
2001.0,EG,2788,1024.0,0.3672883787661406
2001.0,ER,16,4.0,0.25
2001.0,ES,27784,14378.0,0.5174920817736827
2001.0,ET,542,201.0,0.37084870848708484
2001.0,FI,7859,5078.0,0.6461381855197862
2001.0,FJ,40,17.0,0.425
2001.0,FK,5,5.0,1.0
2001.0,FM,2,0.0,0.0
2001.0,FO,10,6.0,0.6
2001.0,FR,49081,26427.0,0.5384364621747724
2001.0,GA,44,29.0,0.6590909090909091
2001.0,GB,83809,51172.0,0.6105788161176008
2001.0,GD,7,4.0,0.5714285714285714
2001.0,GE,646,302.0,0.4674922600619195
2001.0,GF,24,18.0,0.75
2001.0,GH,207,100.0,0.4830917874396135
2001.0,GI,6,4.0,0.6666666666666666
2001.0,GL,17,7.0,0.4117647058823529
2001.0,GM,31,24.0,0.7741935483870968
2001.0,GN,8,1.0,0.125
2001.0,GP,37,14.0,0.3783783783783784
2001.0,GR,5679,3133.0,0.5516816340905089
2001.0,GT,51,20.0,0.39215686274509803
2001.0,GW,32,7.0,0.21875
2001.0,GY,6,5.0,0.8333333333333334
2001.0,HK,225,109.0,0.48444444444444446
2001.0,HN,59,18.0,0.3050847457627119
2001.0,HR,1412,548.0,0.3881019830028329
2001.0,HT,2,1.0,0.5
2001.0,HU,4868,2284.0,0.4691865242399343
2001.0,ID,792,227.0,0.2866161616161616
2001.0,IE,3602,2063.0,0.5727373681288174
2001.0,IL,9871,6087.0,0.616654847533178
2001.0,IN,20034,8651.0,0.43181591294798843
2001.0,IQ,67,25.0,0.373134328358209
2001.0,IR,1903,715.0,0.37572254335260113
2001.0,IS,306,168.0,0.5490196078431373
2001.0,IT,34935,20351.0,0.5825390010018606
2001.0,JE,9,6.0,0.6666666666666666
2001.0,JM,191,62.0,0.32460732984293195
2001.0,JO,515,211.0,0.4097087378640777
2001.0,JP,87378,40878.0,0.46782943074915884
2001.0,KE,580,251.0,0.43275862068965515
2001.0,KG,21,6.0,0.2857142857142857
2001.0,KH,57,16.0,0.2807017543859649
2001.0,KN,2,0.0,0.0
2001.0,KP,9,7.0,0.7777777777777778
2001.0,KR,17912,9087.0,0.507313532827155
2001.0,KW,523,228.0,0.4359464627151052
2001.0,KY,1,1.0,1.0
2001.0,KZ,183,36.0,0.19672131147540983
2001.0,LA,14,3.0,0.21428571428571427
2001.0,LB,438,188.0,0.4292237442922374
2001.0,LC,2,0.0,0.0
2001.0,LI,3,0.0,0.0
2001.0,LK,274,115.0,0.4197080291970803
2001.0,LR,1,1.0,1.0
2001.0,LS,12,2.0,0.16666666666666666
2001.0,LT,474,182.0,0.38396624472573837
2001.0,LU,191,87.0,0.45549738219895286
2001.0,LV,360,137.0,0.38055555555555554
2001.0,LY,57,19.0,0.3333333333333333
2001.0,MA,1055,461.0,0.4369668246445498
2001.0,MC,25,15.0,0.6
2001.0,MD,686,255.0,0.3717201166180758
2001.0,ME,40,21.0,0.525
2001.0,MG,59,25.0,0.423728813559322
2001.0,MK,205,94.0,0.4585365853658537
2001.0,ML,50,31.0,0.62
2001.0,MM,107,15.0,0.14018691588785046
2001.0,MN,48,27.0,0.5625
2001.0,MO,5,1.0,0.2
2001.0,MQ,18,7.0,0.3888888888888889
2001.0,MR,9,3.0,0.3333333333333333
2001.0,MS,1,1.0,1.0
2001.0,MT,71,25.0,0.352112676056338
2001.0,MU,48,14.0,0.2916666666666667
2001.0,MV,6,2.0,0.3333333333333333
2001.0,MW,113,59.0,0.5221238938053098
2001.0,MX,6856,2729.0,0.39804550758459745
2001.0,MY,1503,496.0,0.3300066533599468
2001.0,MZ,105,39.0,0.37142857142857144
2001.0,NC,19,8.0,0.42105263157894735
2001.0,NE,121,36.0,0.2975206611570248
2001.0,NG,1235,287.0,0.23238866396761135
2001.0,NI,22,8.0,0.36363636363636365
2001.0,NL,19042,12646.0,0.6641109127192522
2001.0,NO,5265,3024.0,0.5743589743589743
2001.0,NP,220,70.0,0.3181818181818182
2001.0,NZ,4295,2397.0,0.5580908032596041
2001.0,OM,310,111.0,0.3580645161290323
2001.0,PA,159,72.0,0.4528301886792453
2001.0,PE,534,146.0,0.27340823970037453
2001.0,PF,24,14.0,0.5833333333333334
2001.0,PG,77,34.0,0.44155844155844154
2001.0,PH,1342,846.0,0.6304023845007451
2001.0,PK,1028,373.0,0.36284046692607
2001.0,PL,11310,4170.0,0.3687002652519894
2001.0,PR,117,75.0,0.6410256410256411
2001.0,PS,79,31.0,0.3924050632911392
2001.0,PT,3892,2242.0,0.5760534429599178
2001.0,PW,3,3.0,1.0
2001.0,PY,49,20.0,0.40816326530612246
2001.0,QA,182,86.0,0.4725274725274725
2001.0,RE,63,21.0,0.3333333333333333
2001.0,RO,1870,725.0,0.3877005347593583
2001.0,RS,1002,401.0,0.4001996007984032
2001.0,RU,21544,6254.0,0.2902896398069068
2001.0,RW,5,3.0,0.6
2001.0,SA,1440,543.0,0.3770833333333333
2001.0,SC,1,1.0,1.0
2001.0,SD,106,50.0,0.4716981132075472
2001.0,SE,15481,10100.0,0.6524126348427104
2001.0,SG,5076,2741.0,0.5399921197793538
2001.0,SI,1556,816.0,0.5244215938303342
2001.0,SJ,10,5.0,0.5
2001.0,SK,2006,955.0,0.4760717846460618
2001.0,SL,11,2.0,0.18181818181818182
2001.0,SM,2,1.0,0.5
2001.0,SN,135,45.0,0.3333333333333333
2001.0,SO,10,5.0,0.5
2001.0,SR,6,4.0,0.6666666666666666
2001.0,SS,51,25.0,0.49019607843137253
2001.0,ST,25,8.0,0.32
2001.0,SV,86,2.0,0.023255813953488372
2001.0,SY,125,54.0,0.432
2001.0,SZ,10,0.0,0.0
2001.0,TD,8,2.0,0.25
2001.0,TG,26,4.0,0.15384615384615385
2001.0,TH,2095,787.0,0.3756563245823389
2001.0,TJ,30,7.0,0.23333333333333334
2001.0,TL,2,2.0,1.0
2001.0,TM,7,2.0,0.2857142857142857
2001.0,TN,635,194.0,0.30551181102362207
2001.0,TO,1,1.0,1.0
2001.0,TR,7742,3543.0,0.45763368638594676
2001.0,TT,80,32.0,0.4
2001.0,TW,13045,7071.0,0.542046761211192
2001.0,TZ,270,94.0,0.34814814814814815
2001.0,UA,3957,996.0,0.2517058377558757
2001.0,UG,440,298.0,0.6772727272727272
2001.0,US,316486,198029.0,0.625711721845516
2001.0,UY,304,145.0,0.4769736842105263
2001.0,UZ,383,83.0,0.21671018276762402
2001.0,VA,2,1.0,0.5
2001.0,VE,1171,437.0,0.3731853116994022
2001.0,VG,177,78.0,0.4406779661016949
2001.0,VI,6,5.0,0.8333333333333334
2001.0,VN,463,144.0,0.31101511879049676
2001.0,VU,1,1.0,1.0
2001.0,WS,5,2.0,0.4
2001.0,XK,6,4.0,0.6666666666666666
2001.0,YE,46,12.0,0.2608695652173913
2001.0,ZA,4608,1988.0,0.4314236111111111
2001.0,ZM,84,40.0,0.47619047619047616
2001.0,ZW,256,101.0,0.39453125
2002.0,AE,546,252.0,0.46153846153846156
2002.0,AF,3,1.0,0.3333333333333333
2002.0,AG,1,1.0,1.0
2002.0,AL,63,25.0,0.3968253968253968
2002.0,AM,489,170.0,0.3476482617586912
2002.0,AO,58,25.0,0.43103448275862066
2002.0,AR,4745,2453.0,0.5169652265542677
2002.0,AT,7526,4338.0,0.576401807068828
2002.0,AU,27303,15596.0,0.5712192799326081
2002.0,AZ,174,60.0,0.3448275862068966
2002.0,BA,150,21.0,0.14
2002.0,BB,44,14.0,0.3181818181818182
2002.0,BD,616,223.0,0.362012987012987
2002.0,BE,11276,6859.0,0.6082830791060659
2002.0,BF,89,33.0,0.3707865168539326
2002.0,BG,1758,898.0,0.5108077360637088
2002.0,BH,136,43.0,0.3161764705882353
2002.0,BI,48,26.0,0.5416666666666666
2002.0,BJ,116,55.0,0.47413793103448276
2002.0,BM,18,14.0,0.7777777777777778
2002.0,BN,39,12.0,0.3076923076923077
2002.0,BO,92,31.0,0.33695652173913043
2002.0,BR,20884,6732.0,0.32235203983911126
2002.0,BS,7,2.0,0.2857142857142857
2002.0,BW,139,49.0,0.35251798561151076
2002.0,BY,1331,330.0,0.24793388429752067
2002.0,BZ,17,6.0,0.35294117647058826
2002.0,CA,39723,22954.0,0.5778516224857135
2002.0,CD,22,7.0,0.3181818181818182
2002.0,CF,4,3.0,0.75
2002.0,CG,44,9.0,0.20454545454545456
2002.0,CH,13759,9101.0,0.6614579547932262
2002.0,CI,66,22.0,0.3333333333333333
2002.0,CL,3320,1321.0,0.3978915662650602
2002.0,CM,285,148.0,0.519298245614035
2002.0,CN,71940,16601.0,0.23076174589936058
2002.0,CO,1856,463.0,0.2494612068965517
2002.0,CR,396,101.0,0.255050505050505
2002.0,CU,665,213.0,0.32030075187969925
2002.0,CW,46,28.0,0.6086956521739131
2002.0,CY,319,174.0,0.5454545454545454
2002.0,CZ,5018,2349.0,0.4681147867676365
2002.0,DE,69033,39345.0,0.5699448090043892
2002.0,DK,7488,4654.0,0.6215277777777778
2002.0,DO,38,8.0,0.21052631578947367
2002.0,DZ,453,171.0,0.37748344370860926
2002.0,EC,226,74.0,0.3274336283185841
2002.0,EE,558,293.0,0.525089605734767
2002.0,EG,3307,1080.0,0.3265799818566677
2002.0,ER,16,10.0,0.625
2002.0,ES,30128,15342.0,0.5092272968667021
2002.0,ET,614,244.0,0.3973941368078176
2002.0,FI,8068,5139.0,0.6369608329201785
2002.0,FJ,42,11.0,0.2619047619047619
2002.0,FK,10,3.0,0.3
2002.0,FM,4,0.0,0.0
2002.0,FO,9,7.0,0.7777777777777778
2002.0,FR,52851,28972.0,0.5481826266295813
2002.0,GA,51,33.0,0.6470588235294118
2002.0,GB,87102,51892.0,0.5957612913595555
2002.0,GD,13,6.0,0.46153846153846156
2002.0,GE,673,327.0,0.48588410104011887
2002.0,GF,14,10.0,0.7142857142857143
2002.0,GH,235,99.0,0.42127659574468085
2002.0,GI,1,0.0,0.0
2002.0,GL,21,12.0,0.5714285714285714
2002.0,GM,32,25.0,0.78125
2002.0,GN,8,4.0,0.5
2002.0,GP,48,19.0,0.3958333333333333
2002.0,GR,6234,3356.0,0.5383381456528713
2002.0,GT,55,21.0,0.38181818181818183
2002.0,GW,19,14.0,0.7368421052631579
2002.0,GY,3,2.0,0.6666666666666666
2002.0,HK,249,103.0,0.41365461847389556
2002.0,HN,67,15.0,0.22388059701492538
2002.0,HR,1562,567.0,0.36299615877080665
2002.0,HT,3,2.0,0.6666666666666666
2002.0,HU,5020,2438.0,0.4856573705179283
2002.0,ID,858,212.0,0.24708624708624707
